crime_type,agency_name,county,state,state_name,latitude,longitude,age 0-9,age 10-19,age 20-29,age 30-39,age 40-49,age 50-59,age 60-69,age 70-79,age 80-89,age 90-Older,age Unknown,total_crimes
violent-crime,Republic County Sheriff's Office,REPUBLIC,KS,Kansas,39.82891,-97.650921,0,1,0,0,2,0,0,0,0,0,0,3
property-crime,McPherson Police Department,MCPHERSON,KS,Kansas,38.37359,-97.68325,0,39,72,78,40,6,2,1,1,0,43,282
violent-crime,McPherson Police Department,MCPHERSON,KS,Kansas,38.37359,-97.68325,0,2,12,9,2,2,0,0,0,0,1,28
property-crime,Horton Police Department,BROWN,KS,Kansas,39.825931,-95.569905,0,0,9,2,2,1,0,0,0,0,2,16
violent-crime,Horton Police Department,BROWN,KS,Kansas,39.825931,-95.569905,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Osage County Sheriff's Office,OSAGE,KS,Kansas,38.648409,-95.707596,0,6,10,7,0,0,0,1,0,0,1,25
violent-crime,Osage County Sheriff's Office,OSAGE,KS,Kansas,38.648409,-95.707596,0,1,0,1,5,0,0,0,0,0,0,7
property-crime,Sedgwick Police Department,SEDGWICK; HARVEY,KS,Kansas,38.050144,-97.436706,0,0,0,2,0,0,0,0,0,0,0,2
violent-crime,Sedgwick Police Department,SEDGWICK; HARVEY,KS,Kansas,38.050144,-97.436706,0,2,0,0,1,0,0,0,0,0,0,3
property-crime,Butler Community College,BUTLER,KS,Kansas,37.773649,-96.83884,0,1,2,0,0,0,0,0,0,0,0,3
violent-crime,Butler Community College,BUTLER,KS,Kansas,37.773649,-96.83884,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,St. John Police Department,STAFFORD,KS,Kansas,38.03563,-98.719889,0,0,2,2,1,0,0,0,0,0,1,6
violent-crime,St. John Police Department,STAFFORD,KS,Kansas,38.03563,-98.719889,0,2,0,0,0,0,0,0,0,0,0,2
property-crime,Lake Quivira Police Department,WYANDOTTE; JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Lake Quivira Police Department,WYANDOTTE; JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,0,2,0,0,0,0,0,0,0,0,2
property-crime,Fairway Police Department,JOHNSON,KS,Kansas,39.033836,-94.616585,0,0,2,3,1,1,0,0,0,0,6,13
violent-crime,Fairway Police Department,JOHNSON,KS,Kansas,39.033836,-94.616585,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Topeka Fire Department Arson Investigation,SHAWNEE,KS,Kansas,39.053974,-95.66599000000001,0,0,3,3,2,2,3,0,0,0,1,14
property-crime,Stanton County Sheriff's Office,STANTON,KS,Kansas,37.565932000000004,-101.789383,0,2,0,1,0,0,0,0,0,0,0,3
property-crime,Reno County Sheriff's Office,RENO,KS,Kansas,38.053444,-97.93571,0,17,27,19,5,1,2,0,0,0,0,71
violent-crime,Reno County Sheriff's Office,RENO,KS,Kansas,38.053444,-97.93571,0,2,8,11,5,3,0,1,0,0,0,30
property-crime,Spearville Police Department,FORD,KS,Kansas,37.688365000000005,-99.884734,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Maple Hill Police Department,WABAUNSEE,KS,Kansas,38.955154,-96.201262,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Scott County Sheriff's Office,SCOTT,KS,Kansas,38.48251,-100.90089,0,0,0,2,0,1,0,0,0,0,0,3
violent-crime,Scott County Sheriff's Office,SCOTT,KS,Kansas,38.48251,-100.90089,0,1,2,2,0,2,0,0,0,0,0,7
property-crime,Kechi Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Wakefield Police Department,CLAY,KS,Kansas,39.22047,-97.017204,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Oskaloosa Police Department,JEFFERSON,KS,Kansas,39.239644,-95.375314,0,0,1,2,0,0,0,0,0,0,0,3
property-crime,Pittsburg State University,CRAWFORD,KS,Kansas,37.505628,-94.853941,0,3,0,0,0,0,0,0,0,0,50,53
property-crime,Wathena Police Department,DONIPHAN,KS,Kansas,39.759754,-94.94611,0,0,0,1,0,0,0,0,0,0,1,2
property-crime,Basehor Police Department,LEAVENWORTH,KS,Kansas,39.189510999999996,-95.038977,0,8,11,10,9,2,0,0,0,0,24,64
violent-crime,Basehor Police Department,LEAVENWORTH,KS,Kansas,39.189510999999996,-95.038977,0,3,3,0,0,0,0,0,0,0,0,6
property-crime,Osage City Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,13,5,3,3,2,0,0,0,1,2,29
violent-crime,Osage City Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,1,1,2,1,0,0,0,0,0,0,5
property-crime,Gardner Police Department,JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,64,45,29,19,16,7,0,0,2,2,184
violent-crime,Gardner Police Department,JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,11,15,7,5,1,1,0,0,0,1,41
property-crime,Geary County Sheriff's Office,GEARY,KS,Kansas,39.002155,-96.768038,0,4,4,2,4,0,0,0,0,1,1,16
violent-crime,Geary County Sheriff's Office,GEARY,KS,Kansas,39.002155,-96.768038,0,2,4,4,1,0,0,0,0,1,2,14
property-crime,Hiawatha Police Department,BROWN,KS,Kansas,39.852924,-95.53238,1,11,18,21,6,4,0,0,0,0,22,83
violent-crime,Hiawatha Police Department,BROWN,KS,Kansas,39.852924,-95.53238,0,5,2,1,1,1,0,0,0,0,0,10
property-crime,Cloud County Sheriff's Office,CLOUD,KS,Kansas,39.568484999999995,-97.6594,0,5,8,9,3,2,0,0,0,2,0,29
violent-crime,Cloud County Sheriff's Office,CLOUD,KS,Kansas,39.568484999999995,-97.6594,0,0,3,4,2,1,0,0,0,0,3,13
property-crime,Yates Center Police Department,WOODSON,KS,Kansas,37.881382,-95.73223,0,2,3,4,1,1,0,0,0,0,0,11
property-crime,Clearwater Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,0,6,8,5,0,0,0,0,0,0,19
violent-crime,Clearwater Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,1,0,2,0,0,0,0,0,0,0,3
property-crime,Montgomery County Sheriff's Office,MONTGOMERY,KS,Kansas,37.223263,-95.703804,0,3,6,16,6,0,1,0,0,0,1,33
violent-crime,Montgomery County Sheriff's Office,MONTGOMERY,KS,Kansas,37.223263,-95.703804,0,1,0,1,1,2,0,0,0,0,4,9
property-crime,Macksville Police Department,STAFFORD,KS,Kansas,38.03563,-98.719889,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Johnson County Sheriff's Office,JOHNSON,KS,Kansas,38.882427,-94.819466,0,26,39,38,12,7,3,0,0,0,11,136
violent-crime,Johnson County Sheriff's Office,JOHNSON,KS,Kansas,38.882427,-94.819466,0,11,15,12,4,3,0,0,0,0,3,48
property-crime,Norton Police Department,NORTON,KS,Kansas,39.783867,-99.899235,0,6,16,8,4,0,0,0,1,0,0,35
violent-crime,Norton Police Department,NORTON,KS,Kansas,39.783867,-99.899235,0,0,4,2,1,0,0,0,0,0,0,7
property-crime,Harper County Sheriff's Office,HARPER,KS,Kansas,37.153286,-98.029884,0,0,0,9,0,0,0,0,0,0,0,9
violent-crime,Harper County Sheriff's Office,HARPER,KS,Kansas,37.153286,-98.029884,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Atwood Police Department,RAWLINS,KS,Kansas,39.80761,-101.04342,0,1,35,1,2,4,0,0,0,0,0,43
violent-crime,Atwood Police Department,RAWLINS,KS,Kansas,39.80761,-101.04342,0,0,0,2,0,0,0,0,0,0,0,2
property-crime,Scott City Police Department,SCOTT,KS,Kansas,38.48251,-100.90089,0,10,5,4,2,2,0,0,0,0,1,24
violent-crime,Scott City Police Department,SCOTT,KS,Kansas,38.48251,-100.90089,0,3,0,3,3,0,0,0,0,0,0,9
property-crime,Louisburg Police Department,MIAMI,KS,Kansas,38.620853000000004,-94.68021,0,7,11,8,2,0,2,0,0,0,5,35
violent-crime,Louisburg Police Department,MIAMI,KS,Kansas,38.620853000000004,-94.68021,0,0,1,1,1,1,0,0,0,0,2,6
property-crime,Winchester Police Department,JEFFERSON,KS,Kansas,39.239644,-95.375314,0,0,1,0,0,0,0,0,0,0,0,1
violent-crime,Winchester Police Department,JEFFERSON,KS,Kansas,39.239644,-95.375314,0,0,0,0,0,1,0,0,0,0,0,1
property-crime,Highland Police Department,DONIPHAN,KS,Kansas,39.788502,-95.147225,0,6,6,0,0,0,0,0,0,0,2,14
property-crime,Westwood Police Department,JOHNSON,KS,Kansas,39.044037,-94.61192,0,0,2,0,0,1,1,0,0,0,2,6
violent-crime,Westwood Police Department,JOHNSON,KS,Kansas,39.044037,-94.61192,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Brown County Sheriff's Office,BROWN,KS,Kansas,39.851852,-95.53753,0,1,2,2,1,1,0,0,0,0,0,7
violent-crime,Brown County Sheriff's Office,BROWN,KS,Kansas,39.851852,-95.53753,0,1,1,5,1,1,0,0,0,0,0,9
property-crime,Claflin Police Department,BARTON,KS,Kansas,38.481239,-98.767837,0,0,0,0,1,0,0,0,0,0,0,1
violent-crime,Claflin Police Department,BARTON,KS,Kansas,38.481239,-98.767837,0,0,1,1,0,0,0,0,0,0,0,2
property-crime,Beloit Police Department,MITCHELL,KS,Kansas,39.458890000000004,-98.10771,0,4,13,2,1,0,0,0,0,0,1,21
violent-crime,Beloit Police Department,MITCHELL,KS,Kansas,39.458890000000004,-98.10771,0,1,1,1,1,0,0,0,0,0,0,4
property-crime,Edwards County Sheriff's Office,EDWARDS,KS,Kansas,37.883595,-99.304746,0,0,2,0,0,1,0,0,0,0,0,3
violent-crime,Edwards County Sheriff's Office,EDWARDS,KS,Kansas,37.883595,-99.304746,0,0,0,2,0,0,0,0,0,0,0,2
property-crime,Concordia Police Department,CLOUD,KS,Kansas,39.487328999999995,-97.64139,0,22,41,30,10,6,1,0,0,0,14,124
violent-crime,Concordia Police Department,CLOUD,KS,Kansas,39.487328999999995,-97.64139,0,2,5,5,4,1,0,0,0,0,0,17
property-crime,Linn County Sheriff's Office,LINN,KS,Kansas,38.216549,-94.844932,0,0,2,1,0,0,0,0,0,0,0,3
violent-crime,Linn County Sheriff's Office,LINN,KS,Kansas,38.216549,-94.844932,0,0,2,1,0,0,0,0,0,0,0,3
property-crime,University of Kansas: Main Campus,DOUGLAS,KS,Kansas,38.896573,-95.290529,0,9,10,6,1,0,0,0,0,0,140,166
violent-crime,University of Kansas: Main Campus,DOUGLAS,KS,Kansas,38.896573,-95.290529,0,4,0,0,0,0,0,0,0,0,5,9
property-crime,Onaga Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Osborne County Sheriff's Office,OSBORNE,KS,Kansas,39.348649,-98.767876,0,6,14,3,0,2,0,0,0,0,0,25
violent-crime,Osborne County Sheriff's Office,OSBORNE,KS,Kansas,39.348649,-98.767876,0,0,1,2,1,0,0,0,0,0,0,4
property-crime,Stafford County Sheriff's Office,STAFFORD,KS,Kansas,38.03563,-98.719889,0,0,1,1,1,0,0,0,0,0,0,3
violent-crime,Stafford County Sheriff's Office,STAFFORD,KS,Kansas,38.03563,-98.719889,0,1,0,2,1,0,0,0,0,0,0,4
property-crime,Goddard Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,1,32,15,10,4,3,0,0,6,43,114
violent-crime,Goddard Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,2,5,2,1,0,0,0,0,0,0,10
property-crime,Oakley Police Department,THOMAS; LOGAN,KS,Kansas,39.12648,-100.852615,0,0,6,4,3,1,0,0,0,0,3,17
violent-crime,Oakley Police Department,THOMAS; LOGAN,KS,Kansas,39.12648,-100.852615,0,0,0,1,0,0,0,0,0,0,0,1
violent-crime,Salina Drug Unit,SALINE,KS,Kansas,38.786327,-97.650153,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Kansas Department of Wildlife and Parks,PRATT,KS,Kansas,37.643555,-98.69433599999999,0,1,2,3,2,1,0,0,0,2,6,17
violent-crime,Kansas Department of Wildlife and Parks,PRATT,KS,Kansas,37.643555,-98.69433599999999,0,1,0,1,0,0,0,0,0,0,0,2
property-crime,Coffey County Sheriff's Office,COFFEY,KS,Kansas,38.23645,-95.729137,0,1,4,0,1,0,0,0,0,0,7,13
violent-crime,Coffey County Sheriff's Office,COFFEY,KS,Kansas,38.23645,-95.729137,0,0,3,0,0,1,0,0,0,0,1,5
property-crime,Rawlins County Sheriff's Office,RAWLINS,KS,Kansas,39.807629999999996,-101.03953,0,0,3,3,0,1,0,0,0,0,0,7
violent-crime,Rawlins County Sheriff's Office,RAWLINS,KS,Kansas,39.807629999999996,-101.03953,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Chapman Police Department,DICKINSON,KS,Kansas,38.867734999999996,-97.157943,0,0,1,0,0,0,0,0,0,0,0,1
violent-crime,Chapman Police Department,DICKINSON,KS,Kansas,38.867734999999996,-97.157943,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Sedgwick County Sheriff's Office,SEDGWICK,KS,Kansas,37.69478,-97.33957,0,33,46,65,28,14,2,0,0,0,24,212
violent-crime,Sedgwick County Sheriff's Office,SEDGWICK,KS,Kansas,37.69478,-97.33957,0,25,35,41,21,15,1,1,0,0,28,167
property-crime,Osawatomie Police Department,MIAMI,KS,Kansas,38.566772,-94.832963,0,5,9,11,5,2,0,0,0,0,2,34
violent-crime,Osawatomie Police Department,MIAMI,KS,Kansas,38.566772,-94.832963,0,1,3,2,1,0,1,0,0,0,1,9
property-crime,Allen County Sheriff's Office,ALLEN,KS,Kansas,37.884228,-95.300945,0,5,10,7,4,3,0,0,0,0,2,31
violent-crime,Allen County Sheriff's Office,ALLEN,KS,Kansas,37.884228,-95.300945,0,1,9,1,0,1,0,0,0,0,1,13
property-crime,Cherokee Police Department,CRAWFORD,KS,Kansas,37.344409999999996,-94.8208,0,1,0,1,0,0,0,0,0,0,0,2
violent-crime,Cherokee Police Department,CRAWFORD,KS,Kansas,37.344409999999996,-94.8208,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Carbondale Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Elwood Police Department,DONIPHAN,KS,Kansas,39.788502,-95.147225,0,2,0,2,1,0,1,0,0,0,0,6
violent-crime,Elwood Police Department,DONIPHAN,KS,Kansas,39.788502,-95.147225,0,0,3,1,0,1,2,0,0,0,0,7
property-crime,Lenexa Police Department,JOHNSON,KS,Kansas,38.971035,-94.73084,0,129,195,138,52,31,4,1,0,0,48,598
violent-crime,Lenexa Police Department,JOHNSON,KS,Kansas,38.971035,-94.73084,0,13,31,19,13,7,1,0,0,0,5,89
property-crime,Washburn University,SHAWNEE,KS,Kansas,39.035294,-95.70039,0,11,5,4,1,0,0,0,0,0,42,63
violent-crime,Washburn University,SHAWNEE,KS,Kansas,39.035294,-95.70039,0,4,0,0,0,0,0,0,0,0,1,5
property-crime,Mitchell County Sheriff's Office,MITCHELL,KS,Kansas,39.393026,-98.207362,0,0,0,4,2,0,0,0,0,0,0,6
property-crime,Hoisington Police Department,BARTON,KS,Kansas,38.481239,-98.767837,0,2,2,0,1,0,0,0,0,1,7,13
violent-crime,Hoisington Police Department,BARTON,KS,Kansas,38.481239,-98.767837,0,0,2,1,0,0,0,0,0,0,0,3
property-crime,Newton Police Department,HARVEY,KS,Kansas,38.051147,-97.34464,0,142,140,101,42,35,6,2,0,0,60,528
violent-crime,Newton Police Department,HARVEY,KS,Kansas,38.051147,-97.34464,0,27,34,31,10,10,1,0,0,0,13,126
property-crime,Perry Police Department,JEFFERSON,KS,Kansas,39.239644,-95.375314,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Fort Scott Police Department,BOURBON,KS,Kansas,37.823025,-94.7073,0,26,36,35,17,7,4,0,0,2,26,153
violent-crime,Fort Scott Police Department,BOURBON,KS,Kansas,37.823025,-94.7073,0,6,20,3,4,4,0,1,0,0,3,41
property-crime,St. George Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,0,2,1,0,0,0,0,0,0,0,3
violent-crime,St. George Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,0,0,0,0,1,0,0,0,0,0,1
property-crime,Osborne Police Department,OSBORNE,KS,Kansas,39.348649,-98.767876,0,1,2,1,0,1,0,0,0,0,0,5
violent-crime,Osborne Police Department,OSBORNE,KS,Kansas,39.348649,-98.767876,0,0,1,2,0,0,0,0,0,0,0,3
property-crime,Stafford Police Department,STAFFORD,KS,Kansas,38.03563,-98.719889,0,3,3,0,0,2,0,0,0,0,1,9
property-crime,Hamilton County Sheriff's Office,HAMILTON,KS,Kansas,37.995244,-101.793689,0,6,5,3,2,2,1,0,0,0,9,28
violent-crime,Hamilton County Sheriff's Office,HAMILTON,KS,Kansas,37.995244,-101.793689,0,2,3,2,0,0,0,0,0,0,0,7
property-crime,Logan County Sheriff's Office,LOGAN,KS,Kansas,39.126472,-100.860344,0,1,1,0,0,0,0,0,0,0,0,2
property-crime,Burlington Police Department,COFFEY,KS,Kansas,38.189747,-95.73725999999999,0,6,1,9,4,3,0,0,0,0,20,43
violent-crime,Burlington Police Department,COFFEY,KS,Kansas,38.189747,-95.73725999999999,0,1,0,3,1,2,0,0,0,0,0,7
property-crime,Ottawa County Sheriff's Office,OTTAWA,KS,Kansas,39.137963,-97.654802,0,8,9,7,5,9,1,0,0,0,42,81
violent-crime,Ottawa County Sheriff's Office,OTTAWA,KS,Kansas,39.137963,-97.654802,0,0,1,1,1,0,0,0,0,0,0,3
property-crime,Pratt Police Department,PRATT,KS,Kansas,37.647594,-98.74011999999999,0,16,24,16,6,6,0,0,1,1,9,79
violent-crime,Pratt Police Department,PRATT,KS,Kansas,37.647594,-98.74011999999999,0,0,2,1,2,1,0,0,0,0,0,6
property-crime,Metropolitan Topeka Airport Authority,SHAWNEE,KS,Kansas,39.041805,-95.755664,0,0,1,0,0,1,0,0,0,0,0,2
property-crime,Paola Police Department,MIAMI,KS,Kansas,38.566772,-94.832963,0,14,22,23,13,11,0,1,0,0,4,88
violent-crime,Paola Police Department,MIAMI,KS,Kansas,38.566772,-94.832963,0,3,3,4,1,1,0,0,0,0,1,13
property-crime,Frontenac Police Department,CRAWFORD,KS,Kansas,37.505628,-94.853941,0,3,20,9,6,4,1,0,0,0,0,43
violent-crime,Frontenac Police Department,CRAWFORD,KS,Kansas,37.505628,-94.853941,0,0,0,2,0,0,0,0,0,0,0,2
property-crime,Troy Police Department,DONIPHAN,KS,Kansas,39.788502,-95.147225,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Lyndon Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,3,3,2,0,1,0,0,0,0,5,14
property-crime,Great Bend Police Department,BARTON,KS,Kansas,38.36352,-98.76655,0,28,59,49,31,9,6,1,1,0,34,218
violent-crime,Great Bend Police Department,BARTON,KS,Kansas,38.36352,-98.76655,0,21,23,18,9,4,2,0,0,0,13,90
property-crime,Unified School District: Seaman,SHAWNEE,KS,Kansas,39.133959999999995,-95.67311,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Unified School District: Goddard,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,4,0,0,0,0,0,0,0,0,0,4
violent-crime,Unified School District: Goddard,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,2,0,0,0,0,0,0,0,0,0,2
property-crime,Derby Police Department,SEDGWICK,KS,Kansas,37.545734,-97.27020999999999,1,50,45,46,28,5,0,1,0,0,79,255
violent-crime,Derby Police Department,SEDGWICK,KS,Kansas,37.545734,-97.27020999999999,1,9,11,5,3,0,0,0,0,0,3,32
property-crime,Pleasanton Police Department,LINN,KS,Kansas,38.216549,-94.844932,0,1,2,2,0,0,0,1,0,0,0,6
violent-crime,Pleasanton Police Department,LINN,KS,Kansas,38.216549,-94.844932,0,0,0,1,1,0,0,0,0,0,0,2
property-crime,Harvey County Sheriff's Office,HARVEY,KS,Kansas,38.051147,-97.34464,0,3,6,7,5,3,0,0,0,0,2,26
violent-crime,Harvey County Sheriff's Office,HARVEY,KS,Kansas,38.051147,-97.34464,0,9,8,4,0,0,2,0,0,0,0,23
violent-crime,Douglas County Sheriff's Office,DOUGLAS,KS,Kansas,38.963764000000005,-95.23475,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Bourbon County Sheriff's Office,BOURBON,KS,Kansas,37.8561,-94.850928,0,3,18,5,2,2,0,0,0,1,7,38
violent-crime,Bourbon County Sheriff's Office,BOURBON,KS,Kansas,37.8561,-94.850928,0,3,8,1,3,1,0,0,0,0,0,16
property-crime,Ness County Sheriff's Office,NESS,KS,Kansas,38.45391,-99.907166,0,1,1,2,3,1,2,0,0,0,0,10
violent-crime,Ness County Sheriff's Office,NESS,KS,Kansas,38.45391,-99.907166,0,3,1,1,1,0,1,0,0,0,0,7
property-crime,Pratt County Sheriff's Office,PRATT,KS,Kansas,37.643806,-98.736855,0,0,2,1,0,1,0,0,0,0,0,4
violent-crime,Pratt County Sheriff's Office,PRATT,KS,Kansas,37.643806,-98.736855,0,0,2,1,1,0,0,0,0,0,0,4
property-crime,Harper Police Department,HARPER,KS,Kansas,37.188184,-98.06659,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Graham County Sheriff's Office,GRAHAM,KS,Kansas,39.367893,-99.84189,0,0,0,0,0,1,0,0,0,0,0,1
property-crime,Garden Plain Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Comanche  County Sheriff's Office,COMANCHE,KS,Kansas,37.189071000000006,-99.25408900000001,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Iola Police Department,ALLEN,KS,Kansas,37.884228,-95.300945,1,28,57,50,15,11,2,0,0,0,22,186
violent-crime,Iola Police Department,ALLEN,KS,Kansas,37.884228,-95.300945,0,13,8,15,0,2,0,0,0,0,3,41
property-crime,Valley Falls Police Department,JEFFERSON,KS,Kansas,39.345028000000006,-95.45756999999999,0,0,2,2,0,2,0,0,0,1,1,8
violent-crime,Valley Falls Police Department,JEFFERSON,KS,Kansas,39.345028000000006,-95.45756999999999,0,0,2,0,3,1,0,0,0,0,0,6
property-crime,Girard Police Department,CRAWFORD,KS,Kansas,37.511604,-94.8417,0,4,5,8,2,0,0,0,0,0,1,20
violent-crime,Girard Police Department,CRAWFORD,KS,Kansas,37.511604,-94.8417,0,3,2,0,0,0,0,0,0,0,1,6
property-crime,Miami County Sheriff's Office,MIAMI,KS,Kansas,38.571529999999996,-94.87804399999999,0,9,10,9,4,5,1,0,0,2,13,53
violent-crime,Miami County Sheriff's Office,MIAMI,KS,Kansas,38.571529999999996,-94.87804399999999,0,8,11,7,2,3,1,1,0,0,5,38
property-crime,Leavenworth Police Department,LEAVENWORTH,KS,Kansas,39.314144,-94.91131,0,40,135,127,59,46,9,0,0,0,101,517
violent-crime,Leavenworth Police Department,LEAVENWORTH,KS,Kansas,39.314144,-94.91131,0,25,75,54,42,21,9,0,1,1,69,297
property-crime,Overbrook Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,0,3,0,0,0,0,0,0,0,1,4
violent-crime,Overbrook Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,1,0,1,0,0,0,0,0,0,0,2
property-crime,Kingman Police Department,KINGMAN,KS,Kansas,37.64223,-98.11175,0,4,17,20,9,4,2,2,0,0,9,67
violent-crime,Kingman Police Department,KINGMAN,KS,Kansas,37.64223,-98.11175,0,0,3,3,0,0,0,0,0,0,0,6
property-crime,Ellinwood Police Department,BARTON,KS,Kansas,38.354626,-98.58336,0,7,12,8,4,2,0,0,0,0,3,36
violent-crime,Ellinwood Police Department,BARTON,KS,Kansas,38.354626,-98.58336,0,1,0,0,0,1,0,0,0,0,0,2
property-crime,Haysville Police Department,SEDGWICK,KS,Kansas,37.56436,-97.353874,4,49,26,60,10,12,2,0,0,0,9,172
violent-crime,Haysville Police Department,SEDGWICK,KS,Kansas,37.56436,-97.353874,0,12,6,11,3,0,0,0,0,2,3,37
property-crime,Anderson County Sheriff's Office,ANDERSON,KS,Kansas,38.27986,-95.241455,0,2,10,3,3,2,0,0,0,0,0,20
violent-crime,Anderson County Sheriff's Office,ANDERSON,KS,Kansas,38.27986,-95.241455,0,1,4,1,1,0,0,0,0,0,0,7
property-crime,Seward County Sheriff's Office,SEWARD,KS,Kansas,37.042725,-100.921,0,4,5,2,1,0,0,0,0,0,1,13
violent-crime,Seward County Sheriff's Office,SEWARD,KS,Kansas,37.042725,-100.921,0,2,4,0,1,4,0,0,0,0,0,11
property-crime,Wamego Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,4,4,4,0,0,0,0,0,0,0,12
violent-crime,Wamego Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,0,2,0,0,0,1,0,0,0,0,3
property-crime,Rice County Sheriff's Office,RICE,KS,Kansas,38.35154,-98.18535,0,4,5,4,4,2,0,0,0,0,0,19
violent-crime,Rice County Sheriff's Office,RICE,KS,Kansas,38.35154,-98.18535,0,0,1,4,1,0,1,0,0,0,1,8
property-crime,Bonner Springs Police Department,LEAVENWORTH; WYANDOTTE,KS,Kansas,39.115384000000006,-94.763087,0,4,9,9,8,6,0,1,0,0,8,45
violent-crime,Bonner Springs Police Department,LEAVENWORTH; WYANDOTTE,KS,Kansas,39.115384000000006,-94.763087,0,3,3,8,2,0,0,0,0,0,3,19
property-crime,Mount Hope Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,0,0,0,0,1,0,0,0,0,0,1
violent-crime,Mount Hope Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,State Fire Marshal,SHAWNEE,KS,Kansas,39.050564,-95.67537,0,4,2,2,0,0,0,0,0,0,0,8
property-crime,Minneapolis Police Department,OTTAWA,KS,Kansas,39.122486,-97.70711999999999,0,1,1,0,1,0,0,0,0,0,0,3
property-crime,Lebo Police Department,COFFEY,KS,Kansas,38.23645,-95.729137,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Meade Police Department,MEADE,KS,Kansas,37.243885999999996,-100.36009399999999,0,0,1,1,7,0,0,0,0,0,0,9
violent-crime,Meade Police Department,MEADE,KS,Kansas,37.243885999999996,-100.36009399999999,0,1,1,1,1,0,0,0,0,0,0,4
property-crime,Pawnee County Sheriff's Office,PAWNEE,KS,Kansas,38.18168,-99.098625,0,1,0,1,0,0,0,0,0,1,1,4
property-crime,Franklin County Sheriff's Office,FRANKLIN,KS,Kansas,38.612922999999995,-95.268555,0,4,18,16,3,2,0,0,0,0,132,175
violent-crime,Franklin County Sheriff's Office,FRANKLIN,KS,Kansas,38.612922999999995,-95.268555,0,1,13,14,6,3,0,0,0,0,4,41
property-crime,Wilson County Sheriff's Office,WILSON,KS,Kansas,37.558515,-95.745175,0,1,2,5,2,1,1,0,0,0,2,14
violent-crime,Wilson County Sheriff's Office,WILSON,KS,Kansas,37.558515,-95.745175,0,2,1,3,0,1,0,0,0,0,0,7
property-crime,Arma Police Department,CRAWFORD,KS,Kansas,37.505628,-94.853941,0,4,3,1,2,1,0,0,0,0,2,13
property-crime,Meriden Police Department,JEFFERSON,KS,Kansas,39.239644,-95.375314,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Leavenworth County Sheriff's Office,LEAVENWORTH,KS,Kansas,39.314144,-94.91131,0,5,28,12,9,4,0,1,0,0,15,74
