crime_type,agency_name,county,state,state_name,latitude,longitude,age 0-9,age 10-19,age 20-29,age 30-39,age 40-49,age 50-59,age 60-69,age 70-79,age 80-89,age 90-Older,age Unknown,total_crimes
property-crime,McKinney Police Department,COLLIN,TX,Texas,33.194745000000005,-96.57984599999999,0,316,306,209,108,46,11,1,0,0,312,1309
violent-crime,McKinney Police Department,COLLIN,TX,Texas,33.194745000000005,-96.57984599999999,0,75,75,44,38,8,3,1,0,0,51,295
property-crime,Brewster County Sheriff's Office,BREWSTER,TX,Texas,29.434357000000002,-95.24559,0,1,2,4,1,1,2,0,0,0,0,11
violent-crime,Brewster County Sheriff's Office,BREWSTER,TX,Texas,29.434357000000002,-95.24559,0,0,8,2,1,0,0,0,0,0,1,12
property-crime,Nacogdoches County Sheriff's Office,NACOGDOCHES,TX,Texas,31.610912,-94.68126,0,24,40,33,20,5,5,0,1,0,1,129
violent-crime,Nacogdoches County Sheriff's Office,NACOGDOCHES,TX,Texas,31.610912,-94.68126,0,7,7,18,6,5,0,1,0,0,2,46
property-crime,Jacksonville Police Department,CHEROKEE,TX,Texas,31.843871999999998,-95.156345,0,41,76,31,18,13,3,0,0,0,21,203
violent-crime,Jacksonville Police Department,CHEROKEE,TX,Texas,31.843871999999998,-95.156345,0,18,37,22,8,7,2,1,0,0,1,96
property-crime,South Houston Police Department,HARRIS,TX,Texas,29.857273,-95.39303699999999,0,10,30,14,6,2,3,1,0,0,86,152
violent-crime,South Houston Police Department,HARRIS,TX,Texas,29.857273,-95.39303699999999,0,1,11,9,1,3,2,0,0,0,34,61
property-crime,Hallettsville Police Department,LAVACA,TX,Texas,29.443789000000002,-96.94298,1,25,13,3,5,4,4,0,0,0,21,76
violent-crime,Hallettsville Police Department,LAVACA,TX,Texas,29.443789000000002,-96.94298,0,0,0,4,2,2,0,0,1,0,1,10
property-crime,Eastland Police Department,EASTLAND,TX,Texas,32.324645000000004,-98.83655999999999,0,13,30,17,3,5,1,0,0,0,2,71
violent-crime,Eastland Police Department,EASTLAND,TX,Texas,32.324645000000004,-98.83655999999999,0,1,2,2,1,0,1,0,0,0,0,7
property-crime,Rusk County Sheriff's Office,RUSK,TX,Texas,32.154736,-94.80015999999999,2,34,53,73,27,26,3,1,0,0,28,247
violent-crime,Rusk County Sheriff's Office,RUSK,TX,Texas,32.154736,-94.80015999999999,0,5,19,24,11,13,3,1,0,0,1,77
property-crime,Edcouch Police Department,HIDALGO,TX,Texas,26.396384,-98.18099000000001,0,2,0,3,0,0,0,0,0,0,1,6
violent-crime,Edcouch Police Department,HIDALGO,TX,Texas,26.396384,-98.18099000000001,0,0,2,1,2,0,0,0,0,0,1,6
property-crime,Sunset Valley Police Department,TRAVIS,TX,Texas,30.239513,-97.69126999999999,0,4,26,28,19,7,2,0,0,0,106,192
violent-crime,Sunset Valley Police Department,TRAVIS,TX,Texas,30.239513,-97.69126999999999,0,2,1,1,0,1,0,0,0,0,1,6
property-crime,Hood County Sheriff's Office,HOOD,TX,Texas,32.430149,-97.831677,0,8,11,33,8,6,3,0,0,0,11,80
